"HomePlanet","CryoSleep","Destination","Age","VIP","Group_id","Deck","Num","Side","Group_size","LuxuryExpenses","RegularExpenses"
"Mars","False","TRAPPIST-1e",36,"False",1553,"F",302,"S",2,1093,1566
"Earth","True","PSO J318.5-22",33,"False",1554,"G",246,"P",2,0,0
"Earth","False","TRAPPIST-1e",30,"False",1554,"F",304,"P",2,0,704
"Earth","True","TRAPPIST-1e",29,"False",1556,"G",241,"S",1,0,0
"Europa","False","55 Cancri e",32,"False",1557,"B",67,"S",1,209,10711
"Europa","True","55 Cancri e",31,"False",1559,"B",51,"P",2,0,0
"Europa","True","TRAPPIST-1e",27,"False",1559,"B",51,"P",2,0,0
"Europa","True","55 Cancri e",25,"False",1563,"B",68,"S",1,0,0
"Europa","True","55 Cancri e",38,"False",1566,"B",52,"P",1,0,0
"Earth","False","TRAPPIST-1e",47,"False",1570,"F",305,"S",1,761,0
"Earth","False","TRAPPIST-1e",24,"False",1571,"G",243,"S",1,224,585
"Earth","True","TRAPPIST-1e",46,"False",1574,"G",244,"S",1,0,0
"Earth","True","TRAPPIST-1e",16,"False",1575,"G",245,"S",1,0,0
"Earth","False","TRAPPIST-1e",30,"False",1582,"F",313,"P",2,17,1069
"Earth","False","TRAPPIST-1e",0,"False",1582,"G",250,"P",2,0,0
"Mars","True","TRAPPIST-1e",60,"False",1583,"F",306,"S",1,0,0
"Europa","False","TRAPPIST-1e",50,"False",1586,"C",59,"S",1,3895,864
"Earth","True","PSO J318.5-22",37,"False",1587,"G",247,"S",2,0,0
"Earth","True","55 Cancri e",27,"False",1587,"G",247,"S",2,0,0
"Mars","False","TRAPPIST-1e",29,"False",1589,"F",315,"P",1,633,584
"Europa","False","TRAPPIST-1e",34.8792437098016,"False",1591,"B",69,"S",2,9191,1
"Europa","False","TRAPPIST-1e",22,"False",1591,"B",69,"S",2,700,6158
"Mars","False","TRAPPIST-1e",29.1112785104805,"False",1598,"F",316,"P",2,201,2397
"Mars","False","TRAPPIST-1e",30.6304201171018,"False",1598,"E",100,"P",2,1507,8017
"Earth","False","TRAPPIST-1e",14,"False",1600,"E",115,"S",1,791,0
"Earth","False","TRAPPIST-1e",28.6721907900523,"False",1605,"F",318,"P",1,310,406
"Earth","True","PSO J318.5-22",20,"False",1607,"G",258,"P",1,0,0
"Mars","False","TRAPPIST-1e",19,"False",1609,"E",117,"S",1,1022,0
"Mars","False","55 Cancri e",14,"False",1610,"D",52,"P",1,313,2768
"Earth","True","TRAPPIST-1e",69,"False",1616,"G",260,"P",1,0,0
"Europa","False","TRAPPIST-1e",26,"False",1618,"C",61,"S",1,15154,0
"Europa","False","55 Cancri e",25,"False",1620,"B",70,"S",1,9635,1105
"Mars","False","TRAPPIST-1e",36,"False",1623,"D",58,"S",1,611,571
"Earth","True","TRAPPIST-1e",34,"False",1627,"G",251,"S",1,0,0
"Europa","False","TRAPPIST-1e",4,"False",1629,"B",72,"S",6,0,0
"Europa","False","TRAPPIST-1e",1,"False",1629,"B",72,"S",6,0,0
"Europa","True","TRAPPIST-1e",24,"False",1629,"B",72,"S",6,0,0
"Europa","False","TRAPPIST-1e",21,"False",1629,"B",72,"S",6,0,0
"Europa","True","TRAPPIST-1e",25,"False",1629,"B",72,"S",6,0,0
"Europa","True","55 Cancri e",44,"False",1629,"B",72,"S",6,0,0
"Earth","False","TRAPPIST-1e",22,"False",1639,"G",256,"S",1,1730,27
"Mars","True","TRAPPIST-1e",64,"False",1641,"F",326,"P",1,0,0
"Europa","False","TRAPPIST-1e",32,"False",1642,"E",102,"P",1,2932,2902
"Earth","False","TRAPPIST-1e",42,"False",1643,"G",263,"P",1,408,476
"Europa","True","TRAPPIST-1e",29,"False",1648,"E",120,"S",1,0,0
"Earth","True","PSO J318.5-22",4,"False",1652,"G",259,"S",1,0,0
"Earth","False","TRAPPIST-1e",17,"False",1654,"E",121,"S",1,980,7
"Earth","False","TRAPPIST-1e",21,"False",1664,"F",329,"P",1,126,738
"Europa","True","TRAPPIST-1e",52,"False",1665,"C",60,"P",2,0,0
"Europa","True","TRAPPIST-1e",29,"False",1665,"C",60,"P",2,0,0
"Earth","False","TRAPPIST-1e",35,"False",1667,"F",315,"S",1,846,54
"Mars","True","55 Cancri e",23,"False",1675,"F",319,"S",1,0,0
"Earth","False","TRAPPIST-1e",27,"False",1678,"F",320,"S",1,1136,16
"Earth","True","TRAPPIST-1e",8,"False",1679,"G",271,"P",1,0,0
"Europa","False","TRAPPIST-1e",20,"False",1680,"C",63,"S",2,7708,57
"Europa","True","55 Cancri e",16,"False",1680,"C",63,"S",2,0,0
"Earth","False","TRAPPIST-1e",35,"False",1683,"E",123,"S",1,761,225
"Mars","False","TRAPPIST-1e",44,"False",1684,"F",332,"P",1,684,605
"Earth","False","TRAPPIST-1e",19,"False",1686,"F",333,"P",1,916,1223
"Europa","True","TRAPPIST-1e",2,"False",1689,"C",64,"S",3,0,0
"Europa","False","TRAPPIST-1e",30,"False",1689,"C",64,"S",3,509,3098
"Europa","False","TRAPPIST-1e",28,"False",1689,"C",64,"S",3,1409,6285
"Earth","True","TRAPPIST-1e",44,"False",1692,"F",28.6721907900523,"S",1,0,0
"Earth","False","TRAPPIST-1e",20,"False",1693,"F",322,"S",1,43,682
"Earth","True","TRAPPIST-1e",22,"False",1701,"G",275,"P",1,0,0
"Earth","False","TRAPPIST-1e",14,"False",1702,"F",323,"S",1,7,1141
"Earth","False","TRAPPIST-1e",20,"False",1703,"F",337,"P",1,0,727
"Earth","False","TRAPPIST-1e",45,"False",1706,"F",324,"S",1,633,294
"Earth","False","55 Cancri e",19,"False",1707,"F",325,"S",1,721,0
"Mars","False","TRAPPIST-1e",42,"False",1716,"F",30.9872278534573,"S",1,986,27
"Earth","False","TRAPPIST-1e",23,"False",1720,"F",340,"P",1,690,14
"Earth","False","TRAPPIST-1e",43,"False",1722,"G",279,"P",1,885,22
"Mars","False","TRAPPIST-1e",20,"False",1726,"F",329,"S",3,542,747
"Mars","True","TRAPPIST-1e",11,"False",1726,"F",329,"S",3,0,0
"Mars","False","TRAPPIST-1e",20,"False",1726,"F",329,"S",3,477,812
"Earth","True","TRAPPIST-1e",21,"False",1732,"G",282,"P",1,0,0
"Earth","False","TRAPPIST-1e",17,"False",1735,"F",330,"S",1,1368,636
"Earth","False","TRAPPIST-1e",32,"False",1737,"G",285,"P",1,809,0
"Earth","False","TRAPPIST-1e",24,"False",1741,"G",286,"P",3,31,778
"Earth","True","TRAPPIST-1e",4,"False",1741,"G",286,"P",3,0,0
"Earth","False","TRAPPIST-1e",4,"False",1741,"G",286,"P",3,0,0
"Earth","False","PSO J318.5-22",36,"False",1743,"F",345,"P",1,1222,148
"Mars","False","TRAPPIST-1e",27,"False",1744,"D",62,"S",1,979,2345
"Earth","True","TRAPPIST-1e",46,"False",1750,"G",289,"P",1,0,0
"Mars","True","55 Cancri e",24,"False",1751,"F",332,"S",2,0,0
"Mars","False","TRAPPIST-1e",3,"False",1751,"F",332,"S",2,0,0
"Earth","False","55 Cancri e",21,"False",1754,"F",346,"P",1,46,592
"Earth","False","TRAPPIST-1e",42,"False",1756,"E",131,"S",1,284,711
"Mars","True","TRAPPIST-1e",26,"False",1759,"F",335,"S",1,0,0
"Earth","True","TRAPPIST-1e",38,"False",1765,"G",290,"P",1,0,0
"Earth","False","55 Cancri e",36,"False",1773,"F",340,"S",1,748,1066
"Europa","False","55 Cancri e",28,"False",1777,"B",56,"P",2,4775,75
"Europa","True","TRAPPIST-1e",62,"False",1777,"B",56,"P",2,0,0
"Earth","False","TRAPPIST-1e",22,"False",1780,"F",350,"P",1,195,804
"Earth","False","TRAPPIST-1e",18,"False",1784,"G",292,"P",1,551,298
"Earth","False","TRAPPIST-1e",12,"False",1787,"G",293,"P",1,0,0
"Earth","False","TRAPPIST-1e",32,"False",1788,"F",343,"S",1,338,468
"Earth","False","TRAPPIST-1e",11,"False",1789,"G",282,"S",1,0,0
"Earth","True","TRAPPIST-1e",47,"False",1790,"G",294,"P",2,0,0
"Earth","True","TRAPPIST-1e",48,"False",1790,"G",294,"P",2,0,0
"Mars","True","55 Cancri e",38,"False",1791,"F",351,"P",2,0,0
"Mars","True","TRAPPIST-1e",19,"False",1791,"F",351,"P",2,0,0
"Mars","False","TRAPPIST-1e",22,"False",1793,"E",136,"S",2,1542,540
"Mars","False","TRAPPIST-1e",21,"False",1793,"F",344,"S",2,1287,6061
"Earth","False","55 Cancri e",37,"False",1794,"F",353,"P",1,610,2
"Earth","False","55 Cancri e",28,"False",1795,"E",108,"P",1,1402,220
"Earth","False","TRAPPIST-1e",15,"False",1801,"F",345,"S",2,236,1980
"Earth","False","TRAPPIST-1e",57,"False",1801,"F",345,"S",2,949,0
"Earth","True","TRAPPIST-1e",22,"False",1809,"G",296,"P",1,0,0
"Earth","False","55 Cancri e",22,"False",1814,"G",286,"S",3,614,0
"Earth","True","PSO J318.5-22",29,"False",1814,"G",286,"S",3,0,0
"Earth","False","TRAPPIST-1e",0,"False",1814,"G",286,"S",3,0,0
"Mars","True","TRAPPIST-1e",44,"False",1815,"F",348,"S",1,0,0
"Earth","False","TRAPPIST-1e",22,"False",1819,"F",359,"P",1,2405,24
"Mars","True","TRAPPIST-1e",25,"False",1820,"E",110,"P",1,0,0
"Earth","False","TRAPPIST-1e",64,"False",1824,"G",300,"P",1,351,467
"Earth","False","TRAPPIST-1e",21,"False",1825,"F",360,"P",2,33,616
"Earth","False","TRAPPIST-1e",35,"False",1825,"E",111,"P",2,246,545
"Earth","True","PSO J318.5-22",15,"False",1830,"G",287,"S",1,0,0
"Earth","False","TRAPPIST-1e",48,"False",1832,"F",353,"S",1,2040,0
"Europa","True","TRAPPIST-1e",22,"False",1835,"B",76,"S",2,0,0
"Europa","True","TRAPPIST-1e",42,"False",1835,"B",76,"S",2,0,0
"Europa","True","55 Cancri e",13,"False",1837,"B",77,"S",1,0,0
"Mars","True","TRAPPIST-1e",35,"False",1838,"F",363,"P",1,0,0
"Mars","False","TRAPPIST-1e",27,"False",1839,"F",364,"P",1,1182,42
"Earth","True","55 Cancri e",21,"False",1840,"G",301,"P",1,0,0
"Mars","False","TRAPPIST-1e",22,"False",1842,"D",57,"P",1,603,200
"Europa","False","TRAPPIST-1e",33,"False",1845,"C",69,"S",1,6438,700
"Europa","False","55 Cancri e",25,"False",1851,"B",78,"S",2,6146,1080
"Europa","True","TRAPPIST-1e",37,"False",1851,"B",78,"S",2,0,0
"Europa","True","55 Cancri e",36,"False",1852,"B",79,"S",4,0,0
"Europa","False","55 Cancri e",47,"False",1852,"B",79,"S",4,1,1696
"Europa","True","TRAPPIST-1e",34,"False",1852,"B",79,"S",4,0,0
"Europa","True","55 Cancri e",29,"False",1852,"B",79,"S",4,0,0
"Europa","False","55 Cancri e",39,"False",1858,"C",62,"P",1,167,4205
"Earth","False","55 Cancri e",27,"False",1862,"F",369,"P",3,1292,0
"Earth","False","55 Cancri e",35,"False",1862,"G",304,"P",3,950,0
"Earth","False","TRAPPIST-1e",0,"False",1862,"G",304,"P",3,0,0
"Europa","True","55 Cancri e",33,"False",1867,"C",63,"P",1,0,0
"Mars","False","TRAPPIST-1e",24,"False",1869,"F",373,"P",1,1286,3
"Mars","False","TRAPPIST-1e",19,"False",1870,"F",359,"S",1,908,845
"Mars","False","TRAPPIST-1e",33,"False",1875,"D",65,"S",1,388,574
"Earth","False","TRAPPIST-1e",19,"False",1876,"F",360,"S",1,477,262
"Mars","True","TRAPPIST-1e",16,"False",1883,"E",114,"P",1,0,0
"Earth","False","TRAPPIST-1e",47,"False",1885,"G",294,"S",1,10,376
"Mars","True","TRAPPIST-1e",40,"False",1893,"F",362,"S",1,0,0
"Mars","True","TRAPPIST-1e",19,"False",1894,"F",379,"P",1,0,0
"Mars","False","TRAPPIST-1e",27,"False",1895,"F",363,"S",1,931,378
"Europa","False","TRAPPIST-1e",31,"False",1896,"E",143,"S",1,3760,891
"Earth","False","TRAPPIST-1e",24,"False",1900,"F",380,"P",1,60,1232
"Europa","False","55 Cancri e",31,"False",1904,"A",15,"P",1,7106,607
"Europa","True","PSO J318.5-22",41,"False",1909,"C",64,"P",3,0,0
"Europa","True","TRAPPIST-1e",16,"False",1909,"C",64,"P",3,0,0
"Europa","False","TRAPPIST-1e",27,"False",1909,"C",64,"P",3,2171,2588
"Mars","False","TRAPPIST-1e",11,"False",1910,"F",365,"S",4,0,0
"Mars","False","55 Cancri e",28,"False",1910,"F",365,"S",4,3591,65
"Mars","False","TRAPPIST-1e",51,"False",1910,"F",365,"S",4,1052,338
"Mars","False","TRAPPIST-1e",1,"False",1910,"F",365,"S",4,0,0
"Earth","False","TRAPPIST-1e",56,"False",1912,"G",310,"P",1,1641,4696
"Mars","False","TRAPPIST-1e",27.2353291675037,"False",1913,"F",381,"P",3,261,2338
"Mars","True","TRAPPIST-1e",57,"False",1913,"F",381,"P",3,0,0
"Mars","True","TRAPPIST-1e",13,"False",1913,"F",381,"P",3,0,0
"Earth","True","PSO J318.5-22",32,"False",1914,"G",301,"S",1,0,0
"Earth","False","PSO J318.5-22",28,"False",1917,"F",366,"S",1,10,547
"Earth","False","TRAPPIST-1e",12,"False",1919,"G",302,"S",1,0,0
"Mars","False","PSO J318.5-22",35,"False",1921,"F",382,"P",2,809,830
"Mars","False","TRAPPIST-1e",33,"True",1921,"F",382,"P",2,1896,14
"Earth","True","PSO J318.5-22",14,"False",1924,"G",311,"P",1,0,0
"Earth","False","TRAPPIST-1e",26,"False",1929,"G",306,"S",1,540,244
"Earth","False","55 Cancri e",25,"False",1930,"F",383,"P",1,599,1
"Earth","False","TRAPPIST-1e",27,"False",1932,"F",367,"S",1,2106,0
"Earth","False","TRAPPIST-1e",23,"False",1934,"F",384,"P",1,829,959
"Mars","False","TRAPPIST-1e",45,"False",1936,"E",119,"P",1,1286,11
"Earth","False","55 Cancri e",50,"False",1943,"F",371,"S",1,736,1
"Earth","False","TRAPPIST-1e",24,"False",1944,"G",308,"S",1,222,666
"Europa","False","TRAPPIST-1e",54,"False",1948,"B",80,"S",2,13635,354
"Europa","True","55 Cancri e",19,"False",1948,"B",80,"S",2,0,0
"Earth","False","TRAPPIST-1e",19,"False",1949,"F",373,"S",1,632,317
"Europa","True","55 Cancri e",28,"False",1951,"D",67,"S",2,0,0
"Europa","False","55 Cancri e",28,"False",1951,"D",67,"S",2,4591,1796
"Mars","False","55 Cancri e",39,"False",1954,"F",388,"P",1,1001,81
"Earth","False","TRAPPIST-1e",20,"False",1955,"F",389,"P",1,752,53
"Earth","False","TRAPPIST-1e",30,"False",1958,"G",314,"P",1,2329,0
"Earth","True","TRAPPIST-1e",35,"False",1965,"G",317,"P",1,0,0
"Europa","False","55 Cancri e",36,"False",1966,"B",81,"S",1,1395,1427
"Earth","False","TRAPPIST-1e",33,"False",1970,"F",392,"P",1,2283,344
"Mars","False","TRAPPIST-1e",30,"False",1972,"E",123,"P",1,143,906
"Earth","False","TRAPPIST-1e",25,"False",1982,"E",145,"S",1,1362,257
"Mars","True","TRAPPIST-1e",45,"False",1986,"F",377,"S",1,0,0
"Earth","False","TRAPPIST-1e",23,"False",1987,"G",313,"S",1,0,908
"Earth","True","55 Cancri e",51,"False",1989,"G",322,"P",1,0,0
"Mars","True","TRAPPIST-1e",31,"False",1990,"F",395,"P",2,0,0
"Mars","True","55 Cancri e",55,"False",1990,"F",395,"P",2,0,0
"Earth","False","PSO J318.5-22",24,"False",1998,"F",382,"S",1,973,236
"Mars","True","TRAPPIST-1e",57,"False",2002,"F",384,"S",1,0,0
"Mars","True","TRAPPIST-1e",24,"False",2004,"E",147,"S",1,0,0
"Earth","False","TRAPPIST-1e",44,"False",2005,"F",385,"S",2,641,117
"Earth","False","TRAPPIST-1e",0,"False",2005,"G",316,"S",2,0,0
"Earth","False","TRAPPIST-1e",15,"False",2008,"F",397,"P",1,804,0
"Europa","True","TRAPPIST-1e",49,"False",2014,"E",148,"S",1,0,0
"Mars","True","TRAPPIST-1e",24,"False",2016,"F",388,"S",2,0,0
"Mars","False","TRAPPIST-1e",47,"False",2016,"F",388,"S",2,1267,825
"Mars","False","TRAPPIST-1e",26,"False",2017,"E",149,"S",2,0,0
"Mars","False","TRAPPIST-1e",29.1112785104805,"False",2017,"F",389,"S",2,1743,166
"Earth","True","TRAPPIST-1e",4,"False",2018,"G",319,"S",1,0,0
"Europa","False","TRAPPIST-1e",30,"False",2020,"C",77,"S",1,582,2056
"Earth","True","TRAPPIST-1e",23,"False",2021,"G",320,"S",1,0,0
"Earth","False","TRAPPIST-1e",23,"False",2023,"G",321,"S",3,87,634
"Earth","True","TRAPPIST-1e",4,"False",2023,"G",321,"S",3,0,0
"Earth","True","TRAPPIST-1e",3,"False",2023,"G",321,"S",3,0,0
"Europa","False","55 Cancri e",42,"True",2025,"B",84,"S",1,7373,305
"Earth","False","TRAPPIST-1e",22,"False",2030,"F",401,"P",1,296,1217
"Earth","False","TRAPPIST-1e",21,"False",2031,"G",325,"P",1,632,78
"Earth","False","55 Cancri e",28,"False",2033,"F",392,"S",1,689,12
"Mars","False","TRAPPIST-1e",35,"False",2035,"D",64,"P",2,1898,800
"Mars","True","TRAPPIST-1e",20,"False",2035,"F",403,"P",2,0,0
"Earth","True","PSO J318.5-22",22,"False",2036,"G",326,"P",3,0,0
"Earth","False","TRAPPIST-1e",30,"False",2036,"G",326,"P",3,0,724
"Earth","False","TRAPPIST-1e",0,"False",2036,"G",326,"P",3,0,0
"Europa","True","TRAPPIST-1e",22,"False",2037,"B",61,"P",2,0,0
"Europa","False","TRAPPIST-1e",15,"False",2037,"B",61,"P",2,6168,411
"Mars","False","TRAPPIST-1e",4,"False",2039,"F",405,"P",3,0,0
"Mars","True","TRAPPIST-1e",19,"False",2039,"F",405,"P",3,0,0
"Mars","True","TRAPPIST-1e",29,"False",2039,"F",405,"P",3,0,0
"Earth","True","TRAPPIST-1e",17,"False",2047,"G",325,"S",1,0,0
"Earth","False","55 Cancri e",21,"False",2048,"F",406,"P",1,0,722
"Earth","True","PSO J318.5-22",20,"False",2049,"G",326,"S",1,0,0
"Earth","False","TRAPPIST-1e",24,"False",2050,"G",329,"P",1,715,5
"Earth","True","PSO J318.5-22",6,"False",2057,"G",332,"P",5,0,0
"Earth","False","PSO J318.5-22",9,"False",2057,"G",332,"P",5,0,0
"Earth","False","TRAPPIST-1e",21,"False",2057,"G",332,"P",5,416,368
"Earth","True","TRAPPIST-1e",46,"False",2057,"G",332,"P",5,0,0
"Earth","False","TRAPPIST-1e",20,"False",2057,"F",408,"P",5,8,715
"Mars","False","55 Cancri e",27,"False",2058,"F",397,"S",1,1244,286
"Mars","True","TRAPPIST-1e",23,"False",2064,"F",409,"P",1,0,0
"Europa","True","TRAPPIST-1e",28,"False",2068,"C",71,"P",5,0,0
"Europa","False","55 Cancri e",53,"False",2068,"C",71,"P",5,357,4829
"Europa","False","TRAPPIST-1e",41,"False",2068,"C",71,"P",5,127,2852
"Europa","False","55 Cancri e",32,"False",2068,"C",71,"P",5,4328,6412
"Europa","False","TRAPPIST-1e",27,"False",2068,"C",71,"P",5,1235,5931
"Earth","False","TRAPPIST-1e",31,"False",2069,"F",399,"S",1,770,8
"Earth","False","TRAPPIST-1e",20,"False",2072,"E",152,"S",2,1291,0
"Earth","False","TRAPPIST-1e",19,"False",2072,"F",400,"S",2,590,82
"Mars","True","TRAPPIST-1e",55,"False",2076,"F",403,"S",1,0,0
"Earth","False","TRAPPIST-1e",35,"False",2077,"F",404,"S",1,881,43
"Mars","True","TRAPPIST-1e",70,"False",2078,"F",405,"S",1,0,0
"Earth","False","55 Cancri e",22,"False",2079,"G",330,"S",3,392,1974
"Earth","False","TRAPPIST-1e",46,"False",2079,"F",406,"S",3,912,57
"Earth","False","TRAPPIST-1e",16,"False",2079,"F",406,"S",3,1440,9
"Earth","False","TRAPPIST-1e",14,"False",2093,"G",336,"P",1,475,295
"Earth","False","TRAPPIST-1e",13,"False",2098,"G",332,"S",1,876,0
"Earth","True","55 Cancri e",44,"False",2101,"G",337,"P",2,0,0
"Earth","False","TRAPPIST-1e",15,"False",2101,"F",416,"P",2,0,949
"Earth","False","TRAPPIST-1e",32,"False",2103,"G",333,"S",1,1055,818
"Europa","False","55 Cancri e",26,"False",2108,"C",73,"P",2,3593,5722
"Europa","False","TRAPPIST-1e",42,"False",2108,"C",73,"P",2,1017,1311
"Earth","True","TRAPPIST-1e",44,"False",2109,"G",337,"S",1,0,0
"Earth","True","TRAPPIST-1e",15,"False",2113,"F",28.6721907900523,"S",1,0,0
"Earth","False","TRAPPIST-1e",35,"False",2119,"G",340,"S",2,354,530
"Earth","True","TRAPPIST-1e",35,"False",2119,"G",340,"S",2,0,0
"Earth","False","PSO J318.5-22",24,"False",2122,"E",154,"S",1,2153,618
"Earth","True","PSO J318.5-22",19,"False",2132,"G",342,"S",1,0,0
"Europa","False","TRAPPIST-1e",37,"False",2146,"B",62,"P",2,719,4618
"Europa","True","55 Cancri e",31,"False",2146,"B",62,"P",2,0,0
"Earth","True","TRAPPIST-1e",39,"False",2151,"G",346,"S",1,0,0
"Earth","False","TRAPPIST-1e",35,"False",2155,"F",427,"P",1,3,896
"Earth","False","TRAPPIST-1e",26,"False",2157,"F",422,"S",1,872,0
"Mars","False","TRAPPIST-1e",26,"False",2160,"F",27.2353291675037,"S",3,2571,28
"Mars","True","55 Cancri e",0,"False",2160,"F",428,"P",3,0,0
"Mars","True","TRAPPIST-1e",8,"False",2160,"F",428,"P",3,0,0
"Earth","False","TRAPPIST-1e",44,"False",2165,"F",426,"S",1,0,89
"Earth","False","TRAPPIST-1e",20,"False",2166,"F",430,"P",1,178,770
"Earth","False","TRAPPIST-1e",56,"False",2169,"G",350,"P",1,1019,0
"Earth","False","TRAPPIST-1e",31,"False",2170,"F",432,"P",1,701,75
"Earth","False","55 Cancri e",16,"False",2174,"F",434,"P",1,897,1
"Earth","True","PSO J318.5-22",29,"False",2176,"G",353,"P",1,0,0
"Earth","False","TRAPPIST-1e",22,"False",2178,"G",349,"S",1,308,478
"Earth","False","TRAPPIST-1e",39,"False",2181,"F",436,"P",1,614,0
"Europa","True","55 Cancri e",25,"False",2184,"C",81,"S",2,0,0
"Europa","False","TRAPPIST-1e",43,"False",2184,"C",81,"S",2,0,0
"Europa","True","55 Cancri e",37,"False",2185,"C",82,"S",1,0,0
"Earth","False","PSO J318.5-22",24,"False",2192,"G",351,"S",1,532,239
"Earth","False","55 Cancri e",53,"False",2197,"G",353,"S",1,151,522
"Earth","False","55 Cancri e",19,"False",2199,"F",27.3207386337764,"S",1,124,578
"Mars","False","TRAPPIST-1e",24,"False",2208,"F",444,"P",1,695,727
"Mars","False","TRAPPIST-1e",31,"False",2213,"E",131,"P",1,1423,686
"Earth","False","TRAPPIST-1e",27,"False",2214,"E",132,"P",1,951,674
"Earth","False","PSO J318.5-22",57,"False",2216,"F",446,"P",1,0,545
"Europa","False","TRAPPIST-1e",26,"False",2217,"T",1,"S",1,2195,2576
"Earth","False","TRAPPIST-1e",15,"False",2218,"E",133,"P",1,256,532
"Mars","True","TRAPPIST-1e",19,"False",2222,"F",447,"P",1,0,0
"Earth","False","PSO J318.5-22",27,"False",2226,"G",357,"P",1,374,99
"Mars","True","TRAPPIST-1e",23,"False",2227,"F",436,"S",1,0,0
"Earth","True","TRAPPIST-1e",6,"False",2230,"G",358,"P",1,0,0
"Earth","False","TRAPPIST-1e",15,"False",2236,"E",160,"S",1,18,959
"Earth","True","55 Cancri e",2,"False",2240,"G",360,"P",3,0,0
"Earth","False","TRAPPIST-1e",21,"False",2240,"F",450,"P",3,894,555
"Earth","False","TRAPPIST-1e",0,"False",2240,"G",360,"P",3,0,0
"Earth","True","55 Cancri e",18,"False",2242,"G",361,"P",1,0,0
"Earth","False","TRAPPIST-1e",46,"False",2244,"F",440,"S",1,1,969
"Earth","True","55 Cancri e",43,"False",2245,"A",17,"P",2,0,0
"Europa","True","TRAPPIST-1e",45,"True",2245,"A",17,"P",2,0,0
"Europa","False","55 Cancri e",40,"False",2246,"C",74,"P",2,1666,5714
"Europa","False","TRAPPIST-1e",44,"False",2246,"C",74,"P",2,3581,18
"Earth","False","55 Cancri e",27,"False",2247,"F",452,"P",1,1917,3
"Earth","False","TRAPPIST-1e",55,"False",2248,"F",453,"P",1,1108,127
"Earth","False","TRAPPIST-1e",24,"False",2249,"E",135,"P",1,2,1606
"Earth","False","TRAPPIST-1e",27,"False",2250,"F",454,"P",1,968,1
"Europa","False","55 Cancri e",33,"False",2259,"C",77,"P",2,1002,2333
"Europa","True","55 Cancri e",35,"False",2259,"C",77,"P",2,0,0
"Europa","True","TRAPPIST-1e",33,"False",2260,"D",67,"P",1,0,0
"Earth","False","TRAPPIST-1e",34,"False",2265,"F",443,"S",1,529,0
"Europa","False","55 Cancri e",37,"False",2271,"C",78,"P",1,13472,32
"Earth","True","TRAPPIST-1e",46,"False",2276,"G",361,"S",2,0,0
"Earth","False","TRAPPIST-1e",45,"False",2276,"F",444,"S",2,1260,210
"Earth","False","TRAPPIST-1e",14,"False",2283,"F",462,"P",1,899,141
"Earth","False","PSO J318.5-22",27.0866768598567,"False",2285,"G",363,"S",1,788,56
"Earth","False","TRAPPIST-1e",56,"False",2286,"G",368,"P",1,761,6
"Earth","True","PSO J318.5-22",24,"False",2290,"G",364,"S",1,0,0
"Earth","True","PSO J318.5-22",19,"False",2292,"G",366,"S",1,0,0
"Mars","True","TRAPPIST-1e",51,"False",2293,"F",446,"S",1,0,0
"Europa","False","55 Cancri e",24,"False",2294,"C",84,"S",1,456,3196
"Earth","False","TRAPPIST-1e",23,"False",2297,"F",447,"S",1,877,0
"Earth","True","TRAPPIST-1e",21,"False",2304,"G",370,"P",1,0,0
"Earth","True","TRAPPIST-1e",6,"False",2307,"E",164,"S",5,0,0
"Earth","False","TRAPPIST-1e",11,"False",2307,"E",164,"S",5,0,0
"Earth","False","TRAPPIST-1e",4,"False",2307,"E",164,"S",5,0,0
"Earth","False","TRAPPIST-1e",0,"False",2307,"E",164,"S",5,0,0
"Earth","True","TRAPPIST-1e",7,"False",2307,"E",164,"S",5,0,0
"Earth","False","TRAPPIST-1e",24,"False",2322,"E",165,"S",1,587,200
"Earth","False","TRAPPIST-1e",32,"False",2323,"F",451,"S",1,1154,0
"Earth","False","TRAPPIST-1e",43,"False",2324,"F",452,"S",1,612,32
"Earth","True","TRAPPIST-1e",24,"False",2326,"G",374,"P",1,0,0
"Earth","False","TRAPPIST-1e",49,"False",2328,"F",471,"P",1,699,353
"Earth","False","PSO J318.5-22",21,"False",2330,"F",473,"P",1,612,0
"Europa","True","55 Cancri e",29,"False",2331,"F",33.0979330924195,"S",1,0,0
"Earth","False","TRAPPIST-1e",25,"False",2334,"G",375,"S",1,914,0
"Earth","True","PSO J318.5-22",27,"False",2335,"G",376,"S",1,0,0
"Earth","True","PSO J318.5-22",14,"False",2337,"G",375,"P",1,0,0
"Earth","False","TRAPPIST-1e",67,"False",2342,"G",377,"S",1,803,4
"Europa","True","55 Cancri e",17,"False",2343,"B",69,"P",2,0,0
"Europa","False","TRAPPIST-1e",44,"False",2343,"B",69,"P",2,0,0
"Earth","False","55 Cancri e",52,"False",2344,"B",70,"P",2,3587,142
"Europa","True","55 Cancri e",14,"False",2344,"B",70,"P",2,0,0
"Earth","False","TRAPPIST-1e",17,"False",2346,"F",476,"P",1,817,0
"Mars","False","TRAPPIST-1e",19,"False",2350,"E",138,"P",3,375,1522
"Mars","False","TRAPPIST-1e",36,"False",2350,"F",478,"P",3,897,390
"Mars","True","55 Cancri e",19,"False",2350,"F",478,"P",3,0,0
"Mars","False","TRAPPIST-1e",25,"False",2351,"D",70,"P",2,2145,627
