"HomePlanet","CryoSleep","Destination","Age","VIP","Transported","Group_id","Deck","Num","Side","Group_size","LuxuryExpenses","RegularExpenses"
"Earth","True","TRAPPIST-1e",21,"False",1,2661,"G",423,"S",2,0,0
"Earth","False","55 Cancri e",13,"False",1,2663,"F",552,"P",1,815,0
"Mars","True","PSO J318.5-22",71,"False",1,2664,"E",183,"S",1,0,0
"Mars","True","TRAPPIST-1e",28,"False",0,2666,"E",184,"S",2,0,0
"Mars","False","55 Cancri e",18,"False",0,2666,"E",184,"S",2,1874,260
"Earth","False","55 Cancri e",23,"False",0,2668,"F",516,"S",2,2867,35
"Earth","False","55 Cancri e",34,"False",0,2668,"G",424,"S",2,323,382
"Earth","False","TRAPPIST-1e",20,"False",0,2670,"G",432,"P",1,19,790
"Earth","False","55 Cancri e",17,"False",0,2671,"F",554,"P",1,764,33
"Earth","False","PSO J318.5-22",21,"False",0,2672,"F",555,"P",1,1064,213
"Europa","False","TRAPPIST-1e",33,"False",1,2675,"C",97,"S",1,1435,5367
"Europa","False","55 Cancri e",34,"False",1,2676,"B",81,"P",1,3641,3149
"Europa","False","TRAPPIST-1e",51,"False",0,2677,"D",90,"S",1,2036,302
"Earth","False","TRAPPIST-1e",21,"False",1,2678,"F",517,"S",1,10,680
"Earth","False","TRAPPIST-1e",31,"False",0,2682,"G",434,"P",1,888,0
"Europa","False","TRAPPIST-1e",36,"False",1,2683,"A",32,"S",1,6,1297
"Europa","False","TRAPPIST-1e",39,"False",0,2684,"B",83,"P",1,14723,7116
"Earth","False","TRAPPIST-1e",26,"False",0,2685,"G",435,"P",1,907,0
"Earth","False","TRAPPIST-1e",51,"False",1,2687,"F",556,"P",1,43,1347
"Earth","False","TRAPPIST-1e",24,"False",0,2688,"F",557,"P",1,604,193
"Earth","False","55 Cancri e",27,"False",1,2690,"E",185,"S",1,499,220
"Earth","False","TRAPPIST-1e",31,"False",0,2691,"F",558,"P",1,559,244
"Europa","False","TRAPPIST-1e",57,"False",0,2693,"A",22,"P",3,1465,1514
"Europa","False","55 Cancri e",36,"True",0,2693,"A",22,"P",3,2116,79
"Europa","False","TRAPPIST-1e",55,"False",0,2693,"A",22,"P",3,2287,846
"Mars","False","TRAPPIST-1e",18,"False",0,2695,"E",186,"S",1,951,4
"Mars","False","TRAPPIST-1e",27,"False",0,2697,"D",91,"S",1,1893,491
"Europa","False","TRAPPIST-1e",50,"False",0,2698,"C",94,"P",1,1904,2684
"Earth","False","TRAPPIST-1e",24,"False",0,2700,"F",520,"S",1,575,139
"Earth","True","PSO J318.5-22",20,"False",1,2701,"G",428,"S",1,0,0
"Earth","True","TRAPPIST-1e",24,"False",1,2702,"G",437,"P",1,0,0
"Earth","False","TRAPPIST-1e",18,"False",0,2703,"G",429,"S",1,10,617
"Earth","False","TRAPPIST-1e",44,"False",0,2704,"F",521,"S",1,1178,349
"Europa","True","55 Cancri e",27,"False",1,2706,"B",102,"S",1,0,0
"Europa","False","TRAPPIST-1e",58,"False",1,2707,"B",103,"S",2,1817,1650
"Europa","True","PSO J318.5-22",29,"False",1,2707,"B",103,"S",2,0,0
"Earth","False","PSO J318.5-22",23,"False",1,2708,"F",522,"S",1,15,585
"Mars","True","TRAPPIST-1e",3,"False",1,2709,"F",523,"S",4,0,0
"Mars","False","TRAPPIST-1e",0,"False",1,2709,"F",523,"S",4,0,0
"Mars","False","TRAPPIST-1e",33,"False",0,2709,"F",523,"S",4,1983,381
"Mars","False","TRAPPIST-1e",12,"False",1,2709,"F",523,"S",4,0,0
"Europa","True","TRAPPIST-1e",44,"False",1,2712,"B",105,"S",1,0,0
"Earth","True","TRAPPIST-1e",20,"False",1,2713,"G",438,"P",1,0,0
"Earth","False","55 Cancri e",59,"False",0,2714,"F",561,"P",1,281,1776
"Earth","False","TRAPPIST-1e",18,"False",0,2717,"G",431,"S",1,875,13
"Europa","True","TRAPPIST-1e",72,"False",1,2718,"B",106,"S",1,0,0
"Earth","False","PSO J318.5-22",23,"False",0,2720,"G",439,"P",3,1186,2374
"Earth","False","TRAPPIST-1e",11,"False",0,2720,"G",439,"P",3,0,0
"Earth","True","TRAPPIST-1e",1,"False",1,2720,"G",439,"P",3,0,0
"Earth","False","PSO J318.5-22",25,"False",0,2721,"F",563,"P",1,25,801
"Mars","True","55 Cancri e",25,"False",1,2722,"D",93,"S",1,0,0
"Europa","True","TRAPPIST-1e",24,"False",1,2723,"C",99,"S",2,0,0
"Europa","False","TRAPPIST-1e",54,"False",1,2723,"C",99,"S",2,914,5876
"Mars","True","55 Cancri e",17,"False",1,2724,"F",564,"P",2,0,0
"Mars","False","TRAPPIST-1e",48,"False",0,2724,"F",564,"P",2,1248,38
"Earth","False","TRAPPIST-1e",40,"False",0,2725,"F",565,"P",1,272,362
"Earth","True","TRAPPIST-1e",2,"False",0,2726,"G",440,"P",1,0,0
"Earth","False","TRAPPIST-1e",32,"False",0,2727,"F",525,"S",1,847,20
"Earth","True","TRAPPIST-1e",15,"False",1,2729,"G",432,"S",1,0,0
"Earth","True","TRAPPIST-1e",52,"False",1,2730,"G",433,"S",2,0,0
"Earth","False","TRAPPIST-1e",16,"False",0,2730,"F",527,"S",2,1806,1115
"Earth","True","55 Cancri e",16,"False",1,2732,"G",435,"S",2,0,0
"Earth","False","55 Cancri e",6,"False",0,2732,"G",435,"S",2,0,0
"Mars","False","TRAPPIST-1e",10,"False",1,2734,"F",567,"P",1,0,0
"Mars","False","TRAPPIST-1e",27,"True",0,2736,"D",81,"P",1,1709,28
"Europa","False","55 Cancri e",45,"False",1,2737,"C",100,"S",2,1538,726
"Europa","False","TRAPPIST-1e",26,"False",0,2737,"C",100,"S",2,4999,1772
"Mars","False","TRAPPIST-1e",29,"False",0,2738,"E",187,"S",1,1049,0
"Earth","False","TRAPPIST-1e",19,"False",1,2740,"E",163,"P",1,362,143
"Mars","False","TRAPPIST-1e",43,"False",0,2741,"E",164,"P",1,1165,133
"Earth","False","TRAPPIST-1e",15,"False",0,2743,"F",528,"S",1,757,2
"Mars","False","TRAPPIST-1e",31,"False",0,2745,"F",568,"P",1,1511,310
"Mars","False","TRAPPIST-1e",52,"False",0,2746,"F",569,"P",1,763,356
"Mars","False","TRAPPIST-1e",49,"False",1,2747,"F",570,"P",1,0,0
"Earth","False","55 Cancri e",29,"False",1,2748,"F",529,"S",1,143,548
"Earth","False","TRAPPIST-1e",18,"False",1,2750,"F",571,"P",1,790,0
"Mars","True","TRAPPIST-1e",41,"False",1,2751,"F",530,"S",1,0,0
"Earth","False","TRAPPIST-1e",9,"False",0,2752,"G",444,"P",3,0,0
"Earth","False","TRAPPIST-1e",58,"False",1,2752,"E",165,"P",3,758,82
"Earth","False","PSO J318.5-22",39,"False",0,2753,"E",188,"S",1,907,0
"Earth","False","TRAPPIST-1e",13,"False",0,2754,"E",166,"P",1,985,1
"Europa","True","55 Cancri e",36,"False",1,2755,"B",85,"P",1,0,0
"Mars","False","55 Cancri e",23,"False",0,2756,"F",572,"P",1,1141,0
"Earth","False","TRAPPIST-1e",33,"False",0,2759,"E",167,"P",1,824,170
"Earth","False","TRAPPIST-1e",18,"False",0,2760,"G",438,"S",3,0,0
"Earth","True","TRAPPIST-1e",2,"False",0,2760,"G",438,"S",3,0,0
"Earth","True","TRAPPIST-1e",0,"False",1,2760,"G",438,"S",3,0,0
"Earth","False","TRAPPIST-1e",36,"False",0,2762,"G",439,"S",2,625,260
"Earth","False","55 Cancri e",15,"False",0,2762,"G",439,"S",2,434,10
"Earth","False","TRAPPIST-1e",31,"False",1,2763,"E",168,"P",1,103,756
"Earth","False","TRAPPIST-1e",42,"False",1,2764,"E",189,"S",1,1375,213
"Mars","False","TRAPPIST-1e",27,"False",0,2765,"F",532,"S",1,1502,1
"Earth","False","TRAPPIST-1e",0,"False",0,2768,"G",442,"S",3,0,0
"Earth","True","TRAPPIST-1e",3,"False",0,2768,"G",442,"S",3,0,0
"Earth","False","TRAPPIST-1e",56,"False",0,2770,"G",443,"S",1,96,1721
"Earth","False","TRAPPIST-1e",23,"False",0,2772,"G",444,"S",1,757,0
"Mars","False","TRAPPIST-1e",25,"False",0,2773,"D",94,"S",1,406,650
"Earth","False","TRAPPIST-1e",29,"False",0,2774,"F",575,"P",3,700,3
"Earth","False","TRAPPIST-1e",17,"False",0,2774,"F",575,"P",3,0,1226
"Earth","False","TRAPPIST-1e",13,"False",0,2774,"F",575,"P",3,963,4
"Earth","False","TRAPPIST-1e",24,"False",0,2780,"F",578,"P",1,14,702
"Earth","True","TRAPPIST-1e",38,"False",0,2781,"G",447,"P",1,0,0
"Europa","True","55 Cancri e",21,"False",1,2783,"D",83,"P",2,0,0
"Europa","False","55 Cancri e",29,"False",0,2783,"D",83,"P",2,3021,8
"Earth","False","TRAPPIST-1e",46,"False",1,2784,"G",448,"P",1,60,1661
"Earth","False","PSO J318.5-22",53,"False",1,2786,"E",190,"S",1,688,1
"Earth","True","PSO J318.5-22",27,"False",0,2788,"G",449,"P",1,0,0
"Earth","True","TRAPPIST-1e",31,"False",0,2789,"G",450,"P",1,0,0
"Europa","True","55 Cancri e",23,"False",1,2790,"B",86,"P",5,0,0
"Europa","False","55 Cancri e",41,"False",0,2790,"B",86,"P",5,1364,4653
"Europa","False","TRAPPIST-1e",29,"False",0,2790,"B",86,"P",5,1408,933
"Europa","False","55 Cancri e",54,"False",0,2790,"B",86,"P",5,4689,37
"Europa","False","55 Cancri e",43,"False",1,2790,"B",86,"P",5,276,10583
"Earth","True","PSO J318.5-22",36,"False",1,2792,"G",446,"S",1,0,0
"Earth","False","TRAPPIST-1e",48,"False",1,2793,"E",169,"P",1,785,87
"Europa","False","TRAPPIST-1e",34,"False",1,2795,"C",103,"S",2,13,5674
"Europa","False","TRAPPIST-1e",42,"False",0,2795,"C",103,"S",2,3293,802
"Earth","False","55 Cancri e",17,"False",0,2796,"F",536,"S",1,863,0
"Earth","False","TRAPPIST-1e",22,"False",0,2797,"F",580,"P",1,1345,0
"Europa","True","55 Cancri e",38,"False",1,2798,"A",23,"P",2,0,0
"Earth","False","TRAPPIST-1e",21,"False",0,2799,"G",447,"S",2,884,0
"Earth","True","PSO J318.5-22",23,"False",1,2799,"G",447,"S",2,0,0
"Europa","False","TRAPPIST-1e",27,"False",0,2801,"B",87,"P",1,16762,767
"Earth","False","TRAPPIST-1e",23,"False",1,2802,"F",581,"P",1,140,2595
"Earth","False","TRAPPIST-1e",19,"False",0,2805,"F",582,"P",1,268,366
"Mars","False","TRAPPIST-1e",28,"False",0,2806,"D",95,"S",1,1118,64
"Earth","False","TRAPPIST-1e",33,"False",0,2807,"E",171,"P",3,842,154
"Earth","True","PSO J318.5-22",24,"False",0,2807,"G",452,"P",3,0,0
"Earth","True","TRAPPIST-1e",0,"False",1,2807,"G",452,"P",3,0,0
"Earth","True","TRAPPIST-1e",41,"False",1,2809,"G",453,"P",1,0,0
"Earth","True","TRAPPIST-1e",19,"False",0,2810,"G",454,"P",1,0,0
"Earth","False","TRAPPIST-1e",44,"False",0,2811,"F",537,"S",1,871,0
"Mars","False","55 Cancri e",43,"False",1,2812,"F",538,"S",1,923,384
"Earth","True","TRAPPIST-1e",14,"False",1,2813,"G",449,"S",1,0,0
"Earth","True","PSO J318.5-22",18,"False",1,2814,"G",455,"P",1,0,0
"Earth","False","TRAPPIST-1e",25,"False",0,2817,"F",584,"P",1,249,910
"Mars","False","TRAPPIST-1e",0,"False",1,2818,"F",585,"P",3,0,0
"Mars","True","55 Cancri e",4,"False",1,2818,"F",585,"P",3,0,0
"Mars","False","TRAPPIST-1e",24,"False",1,2818,"F",585,"P",3,167,981
"Earth","False","TRAPPIST-1e",38,"False",0,2819,"F",586,"P",1,547,169
"Earth","True","TRAPPIST-1e",44,"False",1,2820,"G",457,"P",1,0,0
"Earth","True","55 Cancri e",57,"False",1,2821,"G",458,"P",1,0,0
"Earth","True","TRAPPIST-1e",18,"False",1,2822,"G",450,"S",5,0,0
"Earth","True","TRAPPIST-1e",8,"False",0,2822,"G",450,"S",5,0,0
"Mars","True","TRAPPIST-1e",21,"False",1,2823,"F",587,"P",1,0,0
"Europa","True","55 Cancri e",35,"False",1,2824,"C",104,"S",1,0,0
"Mars","False","TRAPPIST-1e",47,"False",1,2825,"F",539,"S",1,0,0
"Europa","False","55 Cancri e",28,"False",0,2826,"C",96,"P",2,4650,213
"Europa","False","TRAPPIST-1e",49,"False",0,2826,"C",96,"P",2,6031,6981
"Europa","False","TRAPPIST-1e",23,"False",1,2831,"D",86,"P",2,1974,824
"Europa","False","TRAPPIST-1e",19,"False",0,2831,"D",86,"P",2,2140,1
"Earth","False","TRAPPIST-1e",34,"False",0,2832,"E",173,"P",1,514,273
"Europa","False","TRAPPIST-1e",40,"True",1,2834,"C",105,"S",1,3500,11
"Mars","False","TRAPPIST-1e",22,"False",0,2838,"E",174,"P",1,0,0
"Europa","False","TRAPPIST-1e",51,"False",1,2839,"C",107,"S",1,147,3935
"Earth","False","55 Cancri e",44,"False",0,2840,"F",540,"S",1,692,0
"Mars","False","TRAPPIST-1e",50,"False",0,2843,"E",175,"P",1,357,657
"Earth","True","TRAPPIST-1e",28,"False",1,2846,"G",452,"S",1,0,0
"Earth","True","TRAPPIST-1e",13,"False",1,2847,"G",464,"P",1,0,0
"Earth","False","TRAPPIST-1e",21,"False",0,2852,"G",465,"P",1,494,126
"Earth","False","TRAPPIST-1e",20,"False",1,2853,"F",544,"S",1,56,868
"Europa","True","TRAPPIST-1e",36,"False",1,2858,"C",109,"S",2,0,0
"Europa","True","TRAPPIST-1e",16,"False",1,2858,"C",109,"S",2,0,0
"Earth","False","PSO J318.5-22",18,"False",1,2860,"F",546,"S",1,1207,99
"Earth","False","TRAPPIST-1e",17,"False",1,2861,"F",547,"S",1,5,756
"Mars","True","TRAPPIST-1e",32,"False",1,2862,"E",193,"S",1,0,0
"Earth","False","TRAPPIST-1e",27,"False",0,2863,"G",466,"P",1,801,51
"Mars","False","TRAPPIST-1e",34,"False",0,2865,"D",88,"P",2,2985,30
"Mars","False","TRAPPIST-1e",53,"False",1,2865,"D",88,"P",2,520,442
"Europa","True","TRAPPIST-1e",36,"True",1,2866,"C",110,"S",1,0,0
"Mars","False","TRAPPIST-1e",41,"False",0,2867,"D",89,"P",2,102,1617
"Mars","False","TRAPPIST-1e",51,"False",0,2867,"E",176,"P",2,857,96
"Earth","True","PSO J318.5-22",61,"False",1,2869,"G",467,"P",1,0,0
"Earth","False","TRAPPIST-1e",59,"False",1,2870,"G",454,"S",1,921,1
"Europa","True","TRAPPIST-1e",27,"False",1,2871,"B",88,"P",2,0,0
"Earth","False","PSO J318.5-22",57,"False",1,2872,"G",455,"S",1,367,1431
"Europa","True","55 Cancri e",55,"False",1,2875,"B",107,"S",1,0,0
"Earth","False","TRAPPIST-1e",42,"False",0,2876,"G",456,"S",1,196,656
"Earth","False","TRAPPIST-1e",36,"False",0,2877,"F",592,"P",1,756,47
"Mars","False","TRAPPIST-1e",42,"False",1,2878,"F",593,"P",1,53,3648
"Earth","True","PSO J318.5-22",32,"False",0,2880,"G",468,"P",1,0,0
"Earth","False","55 Cancri e",6,"False",0,2881,"G",457,"S",1,0,0
"Earth","True","TRAPPIST-1e",15,"False",0,2882,"G",458,"S",1,0,0
"Earth","False","TRAPPIST-1e",28,"False",1,2883,"F",595,"P",1,0,1375
"Earth","False","TRAPPIST-1e",44,"False",0,2887,"G",459,"S",1,65,744
"Mars","False","TRAPPIST-1e",71,"True",0,2888,"F",597,"P",1,901,1698
"Europa","False","TRAPPIST-1e",44,"False",0,2890,"B",89,"P",2,3450,351
"Europa","True","TRAPPIST-1e",36,"False",1,2890,"B",89,"P",2,0,0
"Earth","False","TRAPPIST-1e",18,"False",0,2891,"G",460,"S",1,5,904
"Earth","False","PSO J318.5-22",3,"False",1,2892,"G",469,"P",5,0,0
"Earth","True","55 Cancri e",12,"False",0,2892,"G",469,"P",5,0,0
"Earth","True","55 Cancri e",0,"False",1,2892,"G",469,"P",5,0,0
"Earth","False","TRAPPIST-1e",29,"False",0,2892,"F",598,"P",5,0,1311
"Earth","False","TRAPPIST-1e",9,"False",0,2892,"G",469,"P",5,0,0
"Earth","False","55 Cancri e",27,"False",0,2893,"G",470,"P",1,707,1086
"Earth","False","PSO J318.5-22",24,"False",0,2894,"F",599,"P",1,245,443
"Earth","False","TRAPPIST-1e",38,"False",1,2897,"G",461,"S",1,557,288
"Mars","False","TRAPPIST-1e",28,"False",0,2899,"F",600,"P",1,1493,0
"Earth","False","TRAPPIST-1e",16,"False",0,2901,"F",601,"P",1,981,20
"Earth","False","TRAPPIST-1e",33,"False",0,2902,"G",471,"P",1,123,760
"Earth","False","TRAPPIST-1e",29,"False",0,2906,"G",463,"S",1,679,133
"Earth","False","TRAPPIST-1e",25,"False",1,2907,"F",552,"S",1,5,2014
"Earth","False","TRAPPIST-1e",0,"False",0,2908,"G",464,"S",2,0,0
"Earth","False","TRAPPIST-1e",13,"False",0,2908,"F",553,"S",2,916,2
"Earth","True","55 Cancri e",7,"False",0,2909,"G",473,"P",1,0,0
"Earth","False","PSO J318.5-22",32,"False",0,2910,"F",602,"P",1,0,736
"Mars","True","TRAPPIST-1e",34,"False",0,2912,"E",178,"P",1,0,0
"Mars","False","TRAPPIST-1e",49,"False",0,2913,"F",603,"P",1,1063,1534
"Mars","False","TRAPPIST-1e",43,"False",1,2919,"D",96,"S",2,274,2434
"Mars","False","TRAPPIST-1e",0,"False",1,2919,"F",555,"S",2,0,0
"Earth","False","TRAPPIST-1e",23,"False",1,2920,"F",606,"P",1,0,748
"Mars","False","TRAPPIST-1e",43,"False",1,2925,"F",609,"P",2,351,807
"Mars","True","55 Cancri e",23,"False",1,2925,"F",609,"P",2,0,0
"Mars","True","55 Cancri e",41,"False",1,2927,"F",611,"P",1,0,0
"Europa","False","55 Cancri e",54,"True",0,2928,"B",92,"P",3,1637,2064
"Europa","True","TRAPPIST-1e",44,"False",1,2928,"B",92,"P",3,0,0
"Earth","True","PSO J318.5-22",48,"False",1,2929,"G",467,"S",1,0,0
"Earth","False","PSO J318.5-22",20,"False",0,2934,"F",557,"S",1,0,689
"Europa","False","TRAPPIST-1e",33,"False",0,2935,"T",2,"P",1,7384,28
"Earth","False","TRAPPIST-1e",21,"False",0,2936,"G",468,"S",1,405,41
"Europa","True","TRAPPIST-1e",68,"False",1,2938,"C",100,"P",1,0,0
"Earth","False","PSO J318.5-22",23,"False",1,2940,"F",615,"P",1,12,671
"Earth","False","TRAPPIST-1e",16,"False",0,2941,"G",477,"P",1,741,13
"Earth","False","TRAPPIST-1e",35,"False",0,2942,"F",558,"S",1,738,141
"Earth","True","TRAPPIST-1e",22,"False",0,2943,"G",478,"P",1,0,0
"Earth","False","TRAPPIST-1e",51,"False",0,2944,"F",559,"S",4,783,19
"Earth","True","55 Cancri e",29,"False",0,2944,"G",469,"S",4,0,0
"Earth","False","TRAPPIST-1e",0,"False",1,2944,"G",469,"S",4,0,0
"Earth","True","55 Cancri e",39,"False",1,2945,"G",479,"P",1,0,0
"Europa","False","TRAPPIST-1e",55,"False",1,2948,"C",112,"S",1,1627,2048
"Earth","False","TRAPPIST-1e",20,"False",0,2950,"F",617,"P",1,315,374
"Earth","False","55 Cancri e",25,"False",1,2953,"E",179,"P",1,2,641
"Earth","False","55 Cancri e",18,"False",1,2954,"F",619,"P",1,551,101
"Earth","False","PSO J318.5-22",28,"False",0,2956,"G",470,"S",1,1692,141
"Earth","False","TRAPPIST-1e",26,"False",0,2958,"F",561,"S",1,3133,4
"Earth","False","PSO J318.5-22",28,"False",0,2959,"F",620,"P",1,615,933
"Earth","False","TRAPPIST-1e",56,"False",0,2961,"F",621,"P",1,724,54
"Mars","False","TRAPPIST-1e",25,"False",0,2962,"E",180,"P",1,1228,132
"Europa","False","TRAPPIST-1e",26,"False",0,2964,"A",35,"S",1,2956,8525
"Earth","False","TRAPPIST-1e",14,"False",0,2965,"F",622,"P",1,261,709
"Earth","False","TRAPPIST-1e",21,"False",1,2966,"E",181,"P",1,86,740
"Earth","False","TRAPPIST-1e",37,"False",0,2969,"G",486,"P",1,775,32
"Europa","False","TRAPPIST-1e",38,"False",1,2971,"T",3,"P",1,29,3135
"Earth","False","TRAPPIST-1e",14,"False",1,2972,"E",182,"P",1,190,1442
"Earth","False","PSO J318.5-22",20,"False",0,2975,"F",564,"S",1,10,585
"Europa","False","TRAPPIST-1e",33,"False",0,2979,"B",93,"P",1,0,0
"Europa","True","55 Cancri e",33,"False",1,2982,"B",111,"S",1,0,0
"Earth","False","TRAPPIST-1e",13,"False",1,2983,"E",183,"P",1,810,31
"Europa","False","TRAPPIST-1e",37,"False",0,2984,"D",97,"S",1,4114,210
"Mars","False","TRAPPIST-1e",15,"False",0,2986,"E",197,"S",1,7081,2516
"Europa","False","55 Cancri e",33,"False",0,2988,"A",36,"S",1,5645,1287
"Earth","True","PSO J318.5-22",24,"False",1,2990,"G",472,"S",1,0,0
"Earth","False","TRAPPIST-1e",24,"False",0,2994,"E",198,"S",1,776,14
"Europa","True","55 Cancri e",26,"False",1,2995,"B",94,"P",2,0,0
"Europa","True","55 Cancri e",40,"False",1,2995,"B",94,"P",2,0,0
"Earth","False","55 Cancri e",31,"False",0,2996,"F",626,"P",1,26,613
"Europa","False","TRAPPIST-1e",47,"False",1,2998,"C",113,"S",1,424,5252
"Earth","False","TRAPPIST-1e",19,"False",0,3000,"F",627,"P",1,737,0
"Europa","False","55 Cancri e",38,"True",0,3001,"C",101,"P",1,4784,1577
"Europa","True","TRAPPIST-1e",45,"False",1,3003,"C",114,"S",1,0,0
"Earth","True","TRAPPIST-1e",1,"False",1,3004,"G",473,"S",2,0,0
"Earth","False","TRAPPIST-1e",32,"False",0,3004,"F",572,"S",2,744,53
"Mars","True","TRAPPIST-1e",70,"False",1,3005,"F",573,"S",1,0,0
"Earth","False","PSO J318.5-22",19,"False",0,3006,"G",474,"S",1,755,0
"Mars","True","PSO J318.5-22",55,"False",1,3009,"E",185,"P",1,0,0
"Europa","False","TRAPPIST-1e",48,"False",0,3010,"B",96,"P",1,7710,8403
"Europa","False","55 Cancri e",40,"False",0,3014,"C",115,"S",1,6666,1390
"Earth","False","TRAPPIST-1e",35,"False",1,3015,"E",199,"S",1,186,1438
"Earth","False","TRAPPIST-1e",32,"False",0,3018,"F",630,"P",1,639,51
"Mars","False","TRAPPIST-1e",51,"False",0,3019,"E",187,"P",1,1865,234
"Europa","False","TRAPPIST-1e",37,"False",0,3020,"B",112,"S",1,8763,216
"Earth","False","TRAPPIST-1e",31,"False",0,3021,"G",476,"S",2,581,302
"Earth","False","TRAPPIST-1e",37,"False",0,3021,"F",574,"S",2,2245,6
"Europa","False","TRAPPIST-1e",38,"False",0,3022,"C",102,"P",2,3512,3601
"Europa","False","55 Cancri e",19,"False",0,3022,"C",102,"P",2,3466,329
"Mars","True","TRAPPIST-1e",33,"False",1,3023,"F",631,"P",1,0,0
"Earth","False","TRAPPIST-1e",19,"False",1,3024,"F",632,"P",1,187,1752
"Earth","False","TRAPPIST-1e",31,"False",1,3025,"G",477,"S",2,139,788
"Earth","False","TRAPPIST-1e",43,"False",0,3025,"G",477,"S",2,696,8
"Earth","True","TRAPPIST-1e",22,"False",0,3026,"G",492,"P",1,0,0
"Earth","True","TRAPPIST-1e",24,"False",0,3027,"G",493,"P",1,0,0
"Europa","False","55 Cancri e",21,"False",0,3029,"C",103,"P",2,2144,960
"Europa","False","TRAPPIST-1e",14,"False",1,3029,"C",103,"P",2,0,0
"Europa","False","55 Cancri e",30,"False",1,3030,"B",97,"P",2,2580,2551
"Europa","True","TRAPPIST-1e",22,"False",1,3030,"B",97,"P",2,0,0
"Earth","False","TRAPPIST-1e",11,"False",0,3032,"G",478,"S",4,0,0
"Earth","True","TRAPPIST-1e",4,"False",0,3032,"G",478,"S",4,0,0
"Earth","False","TRAPPIST-1e",0,"False",0,3032,"G",478,"S",4,0,0
"Earth","False","TRAPPIST-1e",30,"False",0,3032,"F",575,"S",4,1405,37
"Earth","False","PSO J318.5-22",21,"False",0,3033,"G",479,"S",1,513,1208
"Earth","False","PSO J318.5-22",57,"False",0,3036,"F",634,"P",1,684,1
"Mars","False","TRAPPIST-1e",35,"False",0,3038,"F",576,"S",1,1228,0
"Europa","False","TRAPPIST-1e",32,"False",0,3039,"A",37,"S",1,0,0
"Mars","False","TRAPPIST-1e",32,"False",0,3040,"F",577,"S",1,2621,2
"Earth","False","TRAPPIST-1e",30,"False",0,3042,"F",578,"S",1,437,301
"Earth","False","TRAPPIST-1e",69,"False",0,3044,"F",636,"P",1,577,139
"Earth","True","TRAPPIST-1e",21,"False",0,3045,"G",480,"S",1,0,0
"Mars","False","TRAPPIST-1e",16,"False",0,3047,"E",190,"P",2,1043,6
"Europa","False","TRAPPIST-1e",25,"False",1,3050,"E",191,"P",1,1863,3289
"Earth","False","TRAPPIST-1e",13,"False",0,3054,"F",579,"S",1,889,77
"Earth","False","TRAPPIST-1e",37,"False",0,3055,"F",637,"P",1,1127,0
"Mars","False","TRAPPIST-1e",45,"False",0,3060,"D",98,"S",3,3309,10
"Mars","False","TRAPPIST-1e",55,"False",0,3060,"E",201,"S",3,0,0
"Earth","False","TRAPPIST-1e",22,"False",0,3061,"F",638,"P",2,729,0
"Earth","False","TRAPPIST-1e",39,"False",0,3061,"G",498,"P",2,1817,0
"Mars","False","TRAPPIST-1e",35,"False",0,3062,"D",99,"S",1,777,31
"Earth","True","PSO J318.5-22",19,"False",1,3063,"G",499,"P",3,0,0
"Earth","True","TRAPPIST-1e",7,"False",1,3063,"G",499,"P",3,0,0
"Earth","False","TRAPPIST-1e",19,"False",0,3063,"E",192,"P",3,705,0
"Earth","True","TRAPPIST-1e",21,"False",1,3064,"G",482,"S",1,0,0
"Europa","False","55 Cancri e",37,"False",1,3065,"D",94,"P",1,357,3715
"Earth","False","TRAPPIST-1e",35,"False",0,3066,"E",193,"P",1,1609,0
"Earth","True","TRAPPIST-1e",22,"False",1,3067,"G",483,"S",1,0,0
"Earth","False","TRAPPIST-1e",62,"False",0,3068,"G",500,"P",1,386,453
"Earth","True","TRAPPIST-1e",41,"False",1,3070,"G",501,"P",1,0,0
"Mars","True","TRAPPIST-1e",36,"False",1,3073,"F",640,"P",1,0,0
"Earth","False","55 Cancri e",22,"False",0,3079,"F",642,"P",1,616,36
"Earth","False","TRAPPIST-1e",40,"False",0,3080,"F",584,"S",1,824,0
"Europa","False","55 Cancri e",50,"False",1,3081,"C",118,"S",2,1785,1547
"Europa","True","TRAPPIST-1e",57,"False",1,3081,"C",118,"S",2,0,0
"Earth","False","PSO J318.5-22",15,"False",1,3082,"G",503,"P",1,1,1823
"Europa","False","55 Cancri e",23,"False",0,3083,"D",100,"S",1,2511,587
"Mars","True","55 Cancri e",60,"False",1,3084,"D",101,"S",1,0,0
"Earth","False","TRAPPIST-1e",73,"False",0,3085,"G",504,"P",1,709,0
"Earth","False","TRAPPIST-1e",35,"False",1,3087,"G",505,"P",1,0,0
"Europa","False","TRAPPIST-1e",28,"False",0,3088,"A",25,"P",1,0,0
"Europa","False","TRAPPIST-1e",27,"True",1,3090,"B",115,"S",1,851,6013
"Mars","False","55 Cancri e",22,"False",1,3093,"E",194,"P",1,2350,1349
"Mars","False","PSO J318.5-22",71,"False",0,3095,"F",585,"S",1,933,1294
"Mars","False","55 Cancri e",25,"False",1,3096,"D",103,"S",1,193,634
"Mars","True","TRAPPIST-1e",27,"False",1,3099,"E",203,"S",1,0,0
"Earth","False","TRAPPIST-1e",1,"False",0,3100,"G",485,"S",3,0,0
"Earth","False","TRAPPIST-1e",52,"False",1,3100,"F",586,"S",3,809,0
